POL,POD,Place of Delivery,Curr,D20,D40,Note,polName,podName,originalPlaceOfDelivery,feederD20,feederD40,baseD20,baseD40,feederPlaceOfReceipt,feederPlaceOfReceiptID,Place of Receipt
656999,649220,649220,USD,2180,2700,"1,2,4",SHANGHAI,NEW YORK,NEW YORK,180,200,2000,2500,TAICANG,656999,TAICANG
656999,657301,657301,USD,2180,2700,"1,2,4",SHANGHAI,NORFOLK,NORFOLK,180,200,2000,2500,TAICANG,656999,TAICANG
656999,656034,656034,USD,2180,2700,"1,2,4",SHANGHAI,SAVANNAH,SAVANNAH,180,200,2000,2500,TAICANG,656999,TAICANG
656999,656290,656290,USD,2180,2700,"1,2,4",SHANGHAI,CHARLESTON,CHARLESTON,180,200,2000,2500,TAICANG,656999,TAICANG
656999,656034,656775,USD,2780,3450,"1,2,4",SHANGHAI,SAVANNAH,"ATLANTA, GA",180,200,2600,3250,TAICANG,656999,TAICANG
656999,649220,660245,USD,3220,4000,"1,2,4",SHANGHAI,NEW YORK,"BUFFALO, NY",180,200,3040,3800,TAICANG,656999,TAICANG
656999,656034,656284,USD,2780,3450,"1,2,4",SHANGHAI,SAVANNAH,"CHARLOTTE, NC",180,200,2600,3250,TAICANG,656999,TAICANG
656999,656034,660242,USD,2980,3700,"1,2,4",SHANGHAI,SAVANNAH,"CHATSWORTH, GA",180,200,2800,3500,TAICANG,656999,TAICANG
656999,649220,656569,USD,3220,4000,"1,2,4",SHANGHAI,NEW YORK,"CHICAGO, IL",180,200,3040,3800,TAICANG,656999,TAICANG
656999,657301,656569,USD,3220,4000,"1,2,4",SHANGHAI,NORFOLK,"CHICAGO, IL",180,200,3040,3800,TAICANG,656999,TAICANG
656999,649220,660244,USD,3220,4000,"1,2,4",SHANGHAI,NEW YORK,"CINCINNATI, OH",180,200,3040,3800,TAICANG,656999,TAICANG
656999,657301,660244,USD,3220,4000,"1,2,4",SHANGHAI,NORFOLK,"CINCINNATI, OH",180,200,3040,3800,TAICANG,656999,TAICANG
656999,649220,657532,USD,3100,3850,"1,2,4",SHANGHAI,NEW YORK,"CLEVELAND, OH",180,200,2920,3650,TAICANG,656999,TAICANG
656999,657301,657532,USD,3100,3850,"1,2,4",SHANGHAI,NORFOLK,"CLEVELAND, OH",180,200,2920,3650,TAICANG,656999,TAICANG
656999,649220,656909,USD,3260,4050,"1,2,4",SHANGHAI,NEW YORK,"COLUMBUS, OH",180,200,3080,3850,TAICANG,656999,TAICANG
656999,657301,656909,USD,3260,4050,"1,2,4",SHANGHAI,NORFOLK,"COLUMBUS, OH",180,200,3080,3850,TAICANG,656999,TAICANG
656999,657301,659550,USD,3180,3950,"1,2,4",SHANGHAI,NORFOLK,"DETROIT, MI",180,200,3000,3750,TAICANG,656999,TAICANG
656999,656290,660248,USD,2820,3500,"1,2,4",SHANGHAI,CHARLESTON,"DILLON, SC",180,200,2640,3300,TAICANG,656999,TAICANG
656999,656290,660243,USD,3100,3850,"1,2,4",SHANGHAI,CHARLESTON,"GREER, SC",180,200,2920,3650,TAICANG,656999,TAICANG
656999,657301,660249,USD,3220,4000,"1,2,4",SHANGHAI,NORFOLK,"KANSAS CITY, KS",180,200,3040,3800,TAICANG,656999,TAICANG
656999,657301,657099,USD,3220,4000,"1,2,4",SHANGHAI,NORFOLK,"LOUISVILLE, KY",180,200,3040,3800,TAICANG,656999,TAICANG
656999,656034,657527,USD,3020,3750,"1,2,4",SHANGHAI,SAVANNAH,"MEMPHIS, TN",180,200,2840,3550,TAICANG,656999,TAICANG
656999,656034,659680,USD,3140,3900,"1,2,4",SHANGHAI,SAVANNAH,"NASHVILLE, TN",180,200,2960,3700,TAICANG,656999,TAICANG
656999,657301,660207,USD,3140,3900,"1,2,4",SHANGHAI,NORFOLK,"PHILADELPHIA, PA",180,200,2960,3700,TAICANG,656999,TAICANG
656999,657301,657528,USD,3140,3900,"1,2,4",SHANGHAI,NORFOLK,"ST LOUIS, MO",180,200,2960,3700,TAICANG,656999,TAICANG
656999,657525,657525,USD,2260,2800,"1,2,4",SHANGHAI,TAMPA,TAMPA,180,200,2080,2600,TAICANG,656999,TAICANG
656999,657381,657381,USD,2260,2800,"1,2,4",SHANGHAI,HOUSTON,HOUSTON,180,200,2080,2600,TAICANG,656999,TAICANG
656999,660236,660236,USD,2260,2800,"1,2,4",SHANGHAI,MOBILE,MOBILE,180,200,2080,2600,TAICANG,656999,TAICANG
656999,660203,660203,USD,2260,2800,"1,2,4",SHANGHAI,NEW ORLEANS,NEW ORLEANS,180,200,2080,2600,TAICANG,656999,TAICANG
656999,657381,657529,USD,3220,4000,"1,2,4",SHANGHAI,HOUSTON,"DALLAS, TX",180,200,3040,3800,TAICANG,656999,TAICANG
656999,657381,657100,USD,3860,4800,"1,2,4",SHANGHAI,HOUSTON,"DENVER, CO",180,200,3680,4600,TAICANG,656999,TAICANG
656999,660236,657527,USD,3460,4300,"1,2,4",SHANGHAI,MOBILE,"MEMPHIS, TN",180,200,3280,4100,TAICANG,656999,TAICANG
656999,649304,649304,USD,2180,2700,"1,2,4",SHANGHAI,MIAMI,MIAMI,180,200,2000,2500,TAICANG,656999,TAICANG
656999,657524,657524,USD,2140,2650,"1,2,4",SHANGHAI,BOSTON,BOSTON,180,200,1960,2450,TAICANG,656999,TAICANG
657713,649220,649220,USD,2270,2800,"1,2,4",SHANGHAI,NEW YORK,NEW YORK,270,300,2000,2500,TAIZHOU,657713,TAIZHOU
657713,657301,657301,USD,2270,2800,"1,2,4",SHANGHAI,NORFOLK,NORFOLK,270,300,2000,2500,TAIZHOU,657713,TAIZHOU
657713,656034,656034,USD,2270,2800,"1,2,4",SHANGHAI,SAVANNAH,SAVANNAH,270,300,2000,2500,TAIZHOU,657713,TAIZHOU
657713,656290,656290,USD,2270,2800,"1,2,4",SHANGHAI,CHARLESTON,CHARLESTON,270,300,2000,2500,TAIZHOU,657713,TAIZHOU
657713,656034,656775,USD,2870,3550,"1,2,4",SHANGHAI,SAVANNAH,"ATLANTA, GA",270,300,2600,3250,TAIZHOU,657713,TAIZHOU
657713,649220,660245,USD,3310,4100,"1,2,4",SHANGHAI,NEW YORK,"BUFFALO, NY",270,300,3040,3800,TAIZHOU,657713,TAIZHOU
657713,656034,656284,USD,2870,3550,"1,2,4",SHANGHAI,SAVANNAH,"CHARLOTTE, NC",270,300,2600,3250,TAIZHOU,657713,TAIZHOU
657713,656034,660242,USD,3070,3800,"1,2,4",SHANGHAI,SAVANNAH,"CHATSWORTH, GA",270,300,2800,3500,TAIZHOU,657713,TAIZHOU
657713,649220,656569,USD,3310,4100,"1,2,4",SHANGHAI,NEW YORK,"CHICAGO, IL",270,300,3040,3800,TAIZHOU,657713,TAIZHOU
657713,657301,656569,USD,3310,4100,"1,2,4",SHANGHAI,NORFOLK,"CHICAGO, IL",270,300,3040,3800,TAIZHOU,657713,TAIZHOU
657713,649220,660244,USD,3310,4100,"1,2,4",SHANGHAI,NEW YORK,"CINCINNATI, OH",270,300,3040,3800,TAIZHOU,657713,TAIZHOU
